ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
aka_akuapem-Ritchie-2019-110-1-1,,aka_akuapem,Ritchie-2019-110-1,hwee,hwee,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-2-1,,aka_akuapem,Ritchie-2019-110-2,baako,baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-3-1,,aka_akuapem,Ritchie-2019-110-3,abien,abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-4-1,,aka_akuapem,Ritchie-2019-110-4,abiɛsa,abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-5-1,,aka_akuapem,Ritchie-2019-110-5,anan,anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-6-1,,aka_akuapem,Ritchie-2019-110-6,anum,anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-7-1,,aka_akuapem,Ritchie-2019-110-7,asia,asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-8-1,,aka_akuapem,Ritchie-2019-110-8,ason,ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-9-1,,aka_akuapem,Ritchie-2019-110-9,awotwe,awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-10-1,,aka_akuapem,Ritchie-2019-110-10,akron,akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-11-1,,aka_akuapem,Ritchie-2019-110-11,du,du,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-12-1,,aka_akuapem,Ritchie-2019-110-12,du baako,du baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-13-1,,aka_akuapem,Ritchie-2019-110-13,du abien,du abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-14-1,,aka_akuapem,Ritchie-2019-110-14,du abiɛsa,du abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-15-1,,aka_akuapem,Ritchie-2019-110-15,du anan,du anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-16-1,,aka_akuapem,Ritchie-2019-110-16,du anum,du anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-17-1,,aka_akuapem,Ritchie-2019-110-17,du asia,du asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-18-1,,aka_akuapem,Ritchie-2019-110-18,du ason,du ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-19-1,,aka_akuapem,Ritchie-2019-110-19,du awotwe,du awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-20-1,,aka_akuapem,Ritchie-2019-110-20,du akron,du akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-21-1,,aka_akuapem,Ritchie-2019-110-21,aduonu,aduonu,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-22-1,,aka_akuapem,Ritchie-2019-110-22,aduonu baako,aduonu baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-23-1,,aka_akuapem,Ritchie-2019-110-23,aduonu abien,aduonu abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-24-1,,aka_akuapem,Ritchie-2019-110-24,aduonu abiɛsa,aduonu abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-25-1,,aka_akuapem,Ritchie-2019-110-25,aduonu anan,aduonu anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-26-1,,aka_akuapem,Ritchie-2019-110-26,aduonu anum,aduonu anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-27-1,,aka_akuapem,Ritchie-2019-110-27,aduonu asia,aduonu asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-28-1,,aka_akuapem,Ritchie-2019-110-28,aduonu ason,aduonu ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-29-1,,aka_akuapem,Ritchie-2019-110-29,aduonu awotwe,aduonu awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-30-1,,aka_akuapem,Ritchie-2019-110-30,aduonu akron,aduonu akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-31-1,,aka_akuapem,Ritchie-2019-110-31,aduasa,aduasa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-32-1,,aka_akuapem,Ritchie-2019-110-32,aduasa baako,aduasa baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-33-1,,aka_akuapem,Ritchie-2019-110-33,aduasa abien,aduasa abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-34-1,,aka_akuapem,Ritchie-2019-110-34,aduasa abiɛsa,aduasa abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-35-1,,aka_akuapem,Ritchie-2019-110-35,aduasa anan,aduasa anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-36-1,,aka_akuapem,Ritchie-2019-110-36,aduasa anum,aduasa anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-37-1,,aka_akuapem,Ritchie-2019-110-37,aduasa asia,aduasa asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-38-1,,aka_akuapem,Ritchie-2019-110-38,aduasa ason,aduasa ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-39-1,,aka_akuapem,Ritchie-2019-110-39,aduasa awotwe,aduasa awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-40-1,,aka_akuapem,Ritchie-2019-110-40,aduasa akron,aduasa akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-41-1,,aka_akuapem,Ritchie-2019-110-41,aduanan,aduanan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-42-1,,aka_akuapem,Ritchie-2019-110-42,aduanan baako,aduanan baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-43-1,,aka_akuapem,Ritchie-2019-110-43,aduanan abien,aduanan abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-44-1,,aka_akuapem,Ritchie-2019-110-44,aduanan abiɛsa,aduanan abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-45-1,,aka_akuapem,Ritchie-2019-110-45,aduanan anan,aduanan anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-46-1,,aka_akuapem,Ritchie-2019-110-46,aduanan anum,aduanan anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-47-1,,aka_akuapem,Ritchie-2019-110-47,aduanan asia,aduanan asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-48-1,,aka_akuapem,Ritchie-2019-110-48,aduanan ason,aduanan ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-49-1,,aka_akuapem,Ritchie-2019-110-49,aduanan awotwe,aduanan awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-50-1,,aka_akuapem,Ritchie-2019-110-50,aduanan akron,aduanan akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-51-1,,aka_akuapem,Ritchie-2019-110-51,aduonum,aduonum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-52-1,,aka_akuapem,Ritchie-2019-110-52,aduonum baako,aduonum baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-53-1,,aka_akuapem,Ritchie-2019-110-53,aduonum abien,aduonum abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-54-1,,aka_akuapem,Ritchie-2019-110-54,aduonum abiɛsa,aduonum abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-55-1,,aka_akuapem,Ritchie-2019-110-55,aduonum anan,aduonum anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-56-1,,aka_akuapem,Ritchie-2019-110-56,aduonum anum,aduonum anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-57-1,,aka_akuapem,Ritchie-2019-110-57,aduonum asia,aduonum asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-58-1,,aka_akuapem,Ritchie-2019-110-58,aduonum ason,aduonum ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-59-1,,aka_akuapem,Ritchie-2019-110-59,aduonum awotwe,aduonum awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-60-1,,aka_akuapem,Ritchie-2019-110-60,aduonum akron,aduonum akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-61-1,,aka_akuapem,Ritchie-2019-110-61,aduosia,aduosia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-62-1,,aka_akuapem,Ritchie-2019-110-62,aduosia baako,aduosia baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-63-1,,aka_akuapem,Ritchie-2019-110-63,aduosia abien,aduosia abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-64-1,,aka_akuapem,Ritchie-2019-110-64,aduosia abiɛsa,aduosia abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-65-1,,aka_akuapem,Ritchie-2019-110-65,aduosia anan,aduosia anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-66-1,,aka_akuapem,Ritchie-2019-110-66,aduosia anum,aduosia anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-67-1,,aka_akuapem,Ritchie-2019-110-67,aduosia asia,aduosia asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-68-1,,aka_akuapem,Ritchie-2019-110-68,aduosia ason,aduosia ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-69-1,,aka_akuapem,Ritchie-2019-110-69,aduosia awotwe,aduosia awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-70-1,,aka_akuapem,Ritchie-2019-110-70,aduosia akron,aduosia akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-71-1,,aka_akuapem,Ritchie-2019-110-71,aduoson,aduoson,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-72-1,,aka_akuapem,Ritchie-2019-110-72,aduoson baako,aduoson baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-73-1,,aka_akuapem,Ritchie-2019-110-73,aduoson abien,aduoson abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-74-1,,aka_akuapem,Ritchie-2019-110-74,aduoson abiɛsa,aduoson abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-75-1,,aka_akuapem,Ritchie-2019-110-75,aduoson anan,aduoson anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-76-1,,aka_akuapem,Ritchie-2019-110-76,aduoson anum,aduoson anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-77-1,,aka_akuapem,Ritchie-2019-110-77,aduoson asia,aduoson asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-78-1,,aka_akuapem,Ritchie-2019-110-78,aduoson ason,aduoson ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-79-1,,aka_akuapem,Ritchie-2019-110-79,aduoson awotwe,aduoson awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-80-1,,aka_akuapem,Ritchie-2019-110-80,aduoson akron,aduoson akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-81-1,,aka_akuapem,Ritchie-2019-110-81,aduowotwe,aduowotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-82-1,,aka_akuapem,Ritchie-2019-110-82,aduowotwe baako,aduowotwe baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-83-1,,aka_akuapem,Ritchie-2019-110-83,aduowotwe abien,aduowotwe abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-84-1,,aka_akuapem,Ritchie-2019-110-84,aduowotwe abiɛsa,aduowotwe abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-85-1,,aka_akuapem,Ritchie-2019-110-85,aduowotwe anan,aduowotwe anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-86-1,,aka_akuapem,Ritchie-2019-110-86,aduowotwe anum,aduowotwe anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-87-1,,aka_akuapem,Ritchie-2019-110-87,aduowotwe asia,aduowotwe asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-88-1,,aka_akuapem,Ritchie-2019-110-88,aduowotwe ason,aduowotwe ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-89-1,,aka_akuapem,Ritchie-2019-110-89,aduowotwe awotwe,aduowotwe awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-90-1,,aka_akuapem,Ritchie-2019-110-90,aduowotwe akron,aduowotwe akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-91-1,,aka_akuapem,Ritchie-2019-110-91,aduokron,aduokron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-92-1,,aka_akuapem,Ritchie-2019-110-92,aduokron baako,aduokron baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-93-1,,aka_akuapem,Ritchie-2019-110-93,aduokron abien,aduokron abien,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-94-1,,aka_akuapem,Ritchie-2019-110-94,aduokron abiɛsa,aduokron abiɛsa,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-95-1,,aka_akuapem,Ritchie-2019-110-95,aduokron anan,aduokron anan,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-96-1,,aka_akuapem,Ritchie-2019-110-96,aduokron anum,aduokron anum,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-97-1,,aka_akuapem,Ritchie-2019-110-97,aduokron asia,aduokron asia,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-98-1,,aka_akuapem,Ritchie-2019-110-98,aduokron ason,aduokron ason,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-99-1,,aka_akuapem,Ritchie-2019-110-99,aduokron awotwe,aduokron awotwe,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-100-1,,aka_akuapem,Ritchie-2019-110-100,aduokron akron,aduokron akron,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-101-1,,aka_akuapem,Ritchie-2019-110-101,ɔha,ɔha,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-102-1,,aka_akuapem,Ritchie-2019-110-102,apem baako,apem baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-103-1,,aka_akuapem,Ritchie-2019-110-103,apem du,apem du,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-104-1,,aka_akuapem,Ritchie-2019-110-104,apem ɔha,apem ɔha,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-105-1,,aka_akuapem,Ritchie-2019-110-105,ɔpepem baako,ɔpepem baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-106-1,,aka_akuapem,Ritchie-2019-110-106,ɔpepem du,ɔpepem du,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-107-1,,aka_akuapem,Ritchie-2019-110-107,ɔpepem ɔha baako,ɔpepem ɔha baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-108-1,,aka_akuapem,Ritchie-2019-110-108,ɔpepepem baako,ɔpepepem baako,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-109-1,,aka_akuapem,Ritchie-2019-110-109,ɔpepepem du,ɔpepepem du,,,Ritchie2019,,
aka_akuapem-Ritchie-2019-110-110-1,,aka_akuapem,Ritchie-2019-110-110,ɔpepepem ɔha baako,ɔpepepem ɔha baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-1-1,,aka_asante,Ritchie-2019-110-1,ohunu,ohunu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-2-1,,aka_asante,Ritchie-2019-110-2,baako,baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-3-1,,aka_asante,Ritchie-2019-110-3,mmienu,mmienu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-4-1,,aka_asante,Ritchie-2019-110-4,mmiɛnsa,mmiɛnsa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-5-1,,aka_asante,Ritchie-2019-110-5,ɛnan,ɛnan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-6-1,,aka_asante,Ritchie-2019-110-6,enum,enum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-7-1,,aka_asante,Ritchie-2019-110-7,nsia,nsia,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-8-1,,aka_asante,Ritchie-2019-110-8,nson,nson,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-9-1,,aka_asante,Ritchie-2019-110-9,nwɔtwe,nwɔtwe,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-10-1,,aka_asante,Ritchie-2019-110-10,nkron,nkron,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-11-1,,aka_asante,Ritchie-2019-110-11,edu,edu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-12-1,,aka_asante,Ritchie-2019-110-12,du baako,du baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-13-1,,aka_asante,Ritchie-2019-110-13,du mmienu,du mmienu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-14-1,,aka_asante,Ritchie-2019-110-14,du mmiɛnsa,du mmiɛnsa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-15-1,,aka_asante,Ritchie-2019-110-15,du nnan,du nnan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-16-1,,aka_asante,Ritchie-2019-110-16,du nnum,du nnum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-17-1,,aka_asante,Ritchie-2019-110-17,du nsia,du nsia,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-18-1,,aka_asante,Ritchie-2019-110-18,du nson,du nson,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-19-1,,aka_asante,Ritchie-2019-110-19,du nwɔtwe,du nwɔtwe,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-20-1,,aka_asante,Ritchie-2019-110-20,du nkron,du nkron,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-21-1,,aka_asante,Ritchie-2019-110-21,aduonu,aduonu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-22-1,,aka_asante,Ritchie-2019-110-22,aduonu baako,aduonu baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-23-1,,aka_asante,Ritchie-2019-110-23,aduonu mmienu,aduonu mmienu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-24-1,,aka_asante,Ritchie-2019-110-24,aduonu mmiɛnsa,aduonu mmiɛnsa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-25-1,,aka_asante,Ritchie-2019-110-25,aduonu nnan,aduonu nnan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-26-1,,aka_asante,Ritchie-2019-110-26,aduonu nnum,aduonu nnum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-27-1,,aka_asante,Ritchie-2019-110-27,aduonu nsia,aduonu nsia,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-28-1,,aka_asante,Ritchie-2019-110-28,aduonu nson,aduonu nson,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-29-1,,aka_asante,Ritchie-2019-110-29,aduonu nwɔtwe,aduonu nwɔtwe,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-30-1,,aka_asante,Ritchie-2019-110-30,aduonu nkron,aduonu nkron,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-31-1,,aka_asante,Ritchie-2019-110-31,aduasa,aduasa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-32-1,,aka_asante,Ritchie-2019-110-32,aduasa baako,aduasa baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-33-1,,aka_asante,Ritchie-2019-110-33,aduasa mmienu,aduasa mmienu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-34-1,,aka_asante,Ritchie-2019-110-34,aduasa mmiɛnsa,aduasa mmiɛnsa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-35-1,,aka_asante,Ritchie-2019-110-35,aduasa nnan,aduasa nnan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-36-1,,aka_asante,Ritchie-2019-110-36,aduasa nnum,aduasa nnum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-37-1,,aka_asante,Ritchie-2019-110-37,aduasa nsia,aduasa nsia,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-38-1,,aka_asante,Ritchie-2019-110-38,aduasa nson,aduasa nson,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-39-1,,aka_asante,Ritchie-2019-110-39,aduasa nwɔtwe,aduasa nwɔtwe,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-40-1,,aka_asante,Ritchie-2019-110-40,aduasa nkron,aduasa nkron,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-41-1,,aka_asante,Ritchie-2019-110-41,aduanan,aduanan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-42-1,,aka_asante,Ritchie-2019-110-42,aduanan baako,aduanan baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-43-1,,aka_asante,Ritchie-2019-110-43,aduanan mmienu,aduanan mmienu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-44-1,,aka_asante,Ritchie-2019-110-44,aduanan mmiɛnsa,aduanan mmiɛnsa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-45-1,,aka_asante,Ritchie-2019-110-45,aduanan nnan,aduanan nnan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-46-1,,aka_asante,Ritchie-2019-110-46,aduanan nnum,aduanan nnum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-47-1,,aka_asante,Ritchie-2019-110-47,aduanan nsia,aduanan nsia,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-48-1,,aka_asante,Ritchie-2019-110-48,aduanan nson,aduanan nson,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-49-1,,aka_asante,Ritchie-2019-110-49,aduanan nwɔtwe,aduanan nwɔtwe,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-50-1,,aka_asante,Ritchie-2019-110-50,aduanan nkron,aduanan nkron,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-51-1,,aka_asante,Ritchie-2019-110-51,aduonum,aduonum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-52-1,,aka_asante,Ritchie-2019-110-52,aduonum baako,aduonum baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-53-1,,aka_asante,Ritchie-2019-110-53,aduonum mmienu,aduonum mmienu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-54-1,,aka_asante,Ritchie-2019-110-54,aduonum mmiɛnsa,aduonum mmiɛnsa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-55-1,,aka_asante,Ritchie-2019-110-55,aduonum nnan,aduonum nnan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-56-1,,aka_asante,Ritchie-2019-110-56,aduonum nnum,aduonum nnum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-57-1,,aka_asante,Ritchie-2019-110-57,aduonum nsia,aduonum nsia,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-58-1,,aka_asante,Ritchie-2019-110-58,aduonum nson,aduonum nson,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-59-1,,aka_asante,Ritchie-2019-110-59,aduonum nwɔtwe,aduonum nwɔtwe,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-60-1,,aka_asante,Ritchie-2019-110-60,aduonum nkron,aduonum nkron,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-61-1,,aka_asante,Ritchie-2019-110-61,aduosia,aduosia,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-62-1,,aka_asante,Ritchie-2019-110-62,aduosia baako,aduosia baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-63-1,,aka_asante,Ritchie-2019-110-63,aduosia mmienu,aduosia mmienu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-64-1,,aka_asante,Ritchie-2019-110-64,aduosia mmiɛnsa,aduosia mmiɛnsa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-65-1,,aka_asante,Ritchie-2019-110-65,aduosia nnan,aduosia nnan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-66-1,,aka_asante,Ritchie-2019-110-66,aduosia nnum,aduosia nnum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-67-1,,aka_asante,Ritchie-2019-110-67,aduosia nsia,aduosia nsia,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-68-1,,aka_asante,Ritchie-2019-110-68,aduosia nson,aduosia nson,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-69-1,,aka_asante,Ritchie-2019-110-69,aduosia nwɔtwe,aduosia nwɔtwe,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-70-1,,aka_asante,Ritchie-2019-110-70,aduosia nkron,aduosia nkron,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-71-1,,aka_asante,Ritchie-2019-110-71,aduɔson,aduɔson,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-72-1,,aka_asante,Ritchie-2019-110-72,aduɔson baako,aduɔson baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-73-1,,aka_asante,Ritchie-2019-110-73,aduɔson mmienu,aduɔson mmienu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-74-1,,aka_asante,Ritchie-2019-110-74,aduɔson mmiɛnsa,aduɔson mmiɛnsa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-75-1,,aka_asante,Ritchie-2019-110-75,aduɔson nnan,aduɔson nnan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-76-1,,aka_asante,Ritchie-2019-110-76,aduɔson nnum,aduɔson nnum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-77-1,,aka_asante,Ritchie-2019-110-77,aduɔson nsia,aduɔson nsia,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-78-1,,aka_asante,Ritchie-2019-110-78,aduɔson nson,aduɔson nson,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-79-1,,aka_asante,Ritchie-2019-110-79,aduɔson nwɔtwe,aduɔson nwɔtwe,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-80-1,,aka_asante,Ritchie-2019-110-80,aduɔson nkron,aduɔson nkron,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-81-1,,aka_asante,Ritchie-2019-110-81,aduɔwɔtwe,aduɔwɔtwe,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-82-1,,aka_asante,Ritchie-2019-110-82,aduɔwɔtwe baako,aduɔwɔtwe baako,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-83-1,,aka_asante,Ritchie-2019-110-83,aduɔwɔtwe mmienu,aduɔwɔtwe mmienu,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-84-1,,aka_asante,Ritchie-2019-110-84,aduɔwɔtwe mmiɛnsa,aduɔwɔtwe mmiɛnsa,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-85-1,,aka_asante,Ritchie-2019-110-85,aduɔwɔtwe nnan,aduɔwɔtwe nnan,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-86-1,,aka_asante,Ritchie-2019-110-86,aduɔwɔtwe nnum,aduɔwɔtwe nnum,,,Ritchie2019,,
aka_asante-Ritchie-2019-110-87-1,,aka_asante,Ritchie-2019-110-87,aduɔwɔtwe nsia,aduɔwɔtwe nsia,,,Ritchie2019,,
